year,title
2006,Kernels on Structured Objects Through Nested Histograms
2006,Inferring Network Structure from Co-Occurrences
2006,Tighter PAC-Bayes Bounds
2006,An Efficient Method for Gradient-Based Adaptation of Hyperparameters in SVM Models
1990,Cholinergic Modulation May Enhance Cortical Associative Memory Function
2006,Graph Laplacian Regularization for Large-Scale Semidefinite Programming
2006,A Probabilistic Algorithm Integrating Source Localization and Noise Suppression of MEG and EEG data
2006,Combining causal and similarity-based reasoning
2006,Detecting Humans via Their Pose
2006,Information Bottleneck for Non Co-Occurrence Data
2006,Data Integration for Classification Problems Employing Gaussian Process Priors
2006,An Oracle Inequality for Clipped Regularized Risk Minimizers
2006,Denoising and Dimension Reduction in Feature Space
2006,Learnability and the doubling dimension
2006,Fundamental Limitations of Spectral Clustering
1990,An Attractor Neural Network Model of Recall and Recognition
2006,Information Bottleneck Optimization and Independent Component Extraction with Spiking Neurons
2006,A Small World Threshold for Economic Network Formation
2006,Generalized Maximum Margin Clustering and Unsupervised Kernel Learning
2006,Simplifying Mixture Models through Function Approximation
2006,On Transductive Regression
2006,Correcting Sample Selection Bias by Unlabeled Data
2006,A Complexity-Distortion Approach to Joint Pattern Alignment
2006,Learning annotated hierarchies from relational data
2006,Modeling Human Motion Using Binary Latent Variables
2006,TrueSkill?: A Bayesian Skill Rating System
1990,A Framework for the Cooperation of Learning Algorithms
2006,PG-means: learning the number of clusters in data
2006,Efficient Methods for Privacy Preserving Face Detection
2006,No-regret Algorithms for Online Convex Programs
2006,Fast Discriminative Visual Codebooks using Randomized Clustering Forests
2006,Bayesian Ensemble Learning
2006,Blind Motion Deblurring Using Image Statistics
2006,Support Vector Machines on a Budget
2006,Natural Actor-Critic for Road Traffic Optimisation
2006,Large Margin Component Analysis
2006,Analysis of Empirical Bayesian Methods for Neuroelectromagnetic Source Localization
1990,A Recurrent Neural Network Model of Velocity Storage in the Vestibulo-Ocular Reflex
2006,Inducing Metric Violations in Human Similarity Judgements
2006,Game Theoretic Algorithms for Protein-DNA binding
2006,iLSTD: Eligibility Traces and Convergence Analysis
2006,Real-time adaptive information-theoretic optimization of neurophysiology experiments
2006,A Scalable Machine Learning Approach to Go
2006,Graph-Based Visual Saliency
2006,Temporal dynamics of information content carried by neurons in the primary visual cortex
2006,Learning Nonparametric Models for Probabilistic Imitation
2006,Multi-Robot Negotiation: Approximating the Set of Subgame Perfect Equilibria in General-Sum Stochastic Games
2006,Gaussian and Wishart Hyperkernels
1987,Phase Transitions in Neural Networks
1990,Closed-Form Inversion of Backpropagation Networks: Theory and Optimization Issues
2006,Prediction on a Graph with a Perceptron
2006,Adaptor Grammars: A Framework for Specifying Compositional Nonparametric Bayesian Models
2006,"Uncertainty, phase and oscillatory hippocampal recall"
2006,A Kernel Subspace Method by Stochastic Realization for Learning Nonlinear Dynamical Systems
2006,Nonnegative Sparse PCA
2006,Temporal and Cross-Subject Probabilistic Models for fMRI Prediction Tasks
2006,Attentional Processing on a Spike-Based VLSI Neural Network
2006,Convex Repeated Games and Fenchel Duality
2006,Relational Learning with Gaussian Processes
2006,Learning Motion Style Synthesis from Perceptual Observations
1990,A Multiscale Adaptive Network Model of Motion Computation in Primates
2006,A Kernel Method for the Two-Sample-Problem
2006,A Humanlike Predictor of Facial Attractiveness
2006,Efficient Learning of Sparse Representations with an Energy-Based Model
2006,A Collapsed Variational Bayesian Inference Algorithm for Latent Dirichlet Allocation
2006,A Theory of Retinal Population Coding
2006,A Local Learning Approach for Clustering
2006,Stability of
2006,Using Combinatorial Optimization within Max-Product Belief Propagation
2006,Conditional mean field
2006,Modelling transcriptional regulation using Gaussian Processes
1990,"Bumptrees for Efficient Function, Constraint and Classification Learning"
2006,A PAC-Bayes Risk Bound for General Loss Functions
2006,Kernel Maximum Entropy Data Transformation and an Enhanced Spectral Clustering Algorithm
2006,A Nonparametric Approach to Bottom-Up Visual Saliency
2006,Temporal Coding using the Response Properties of Spiking Neurons
2006,Multiple Instance Learning for Computer Aided Diagnosis
2006,Ordinal Regression by Extended Binary Classification
2006,Image Retrieval and Classification Using Local Distance Functions
2006,Similarity by Composition
2006,"Learning with Hypergraphs: Clustering, Classification, and Embedding"
2006,Speakers optimize information density through syntactic reduction
1990,Applications of Neural Networks in Video Signal Processing
2006,Sparse Representation for Signal Classification
2006,Subordinate class recognition using relational object models
2006,MLLE: Modified Locally Linear Embedding Using Multiple Weights
2006,Adaptive Spatial Filters with predefined Region of Interest for EEG based Brain-Computer-Interfaces
2006,Logistic Regression for Single Trial EEG Classification
2006,Branch and Bound for Semi-Supervised Support Vector Machines
2006,A Nonparametric Bayesian Method for Inferring Features From Similarity Judgments
2006,Differential Entropic Clustering of Multivariate Gaussians
2006,High-Dimensional Graphical Model Selection Using
2006,Scalable Discriminative Learning for Natural Language Parsing and Translation
1990,Second Order Properties of Error Surfaces: Learning Time and Generalization
2006,A recipe for optimizing a time-histogram
2006,Causal inference in sensorimotor integration
2006,An Approach to Bounded Rationality
2006,Multi-Task Feature Learning
2006,Randomized PCA Algorithms with Regret Bounds that are Logarithmic in the Dimension
2006,Geometric entropy minimization (GEM) for anomaly detection and localization
2006,Part-based Probabilistic Point Matching using Equivalence Constraints
2006,Particle Filtering for Nonparametric Bayesian Matrix Factorization
2006,Learning on Graph with Laplacian Regularization
2006,Bayesian Model Scoring in Markov Random Fields
1990,A B-P ANN Commodity Trader
2006,Map-Reduce for Machine Learning on Multicore
2006,An Application of Reinforcement Learning to Aerobatic Helicopter Flight
2006,Isotonic Conditional Random Fields and Local Sentiment Flow
2006,The Neurodynamics of Belief Propagation on Binary Markov Random Fields
2006,Boosting Structured Prediction for Imitation Learning
2006,Sparse Multinomial Logistic Regression via Bayesian L1 Regularisation
2006,In-Network PCA and Anomaly Detection
2006,Aggregating Classification Accuracy across Time: Application to Single Trial EEG
2006,Dirichlet-Enhanced Spam Filtering based on Biased Samples
2006,An EM Algorithm for Localizing Multiple Sound Sources in Reverberant Environments
1990,Learning Trajectory and Force Control of an Artificial Muscle Arm by Parallel-hierarchical Neural Network Model
2006,Context Effects in Category Learning: An Investigation of Four Probabilistic Models
2007,Learning to classify complex patterns using a VLSI network of spiking neurons
2007,Structured Learning with Approximate Inference
2007,Competition Adds Complexity
2007,Efficient Principled Learning of Thin Junction Trees
2007,A Bayesian Framework for Cross-Situational Word-Learning
2007,Ultrafast Monte Carlo for Statistical Summations
2007,Regularized Boost for Semi-Supervised Learning
2007,Simplified Rules and Theoretical Analysis for Information Bottleneck Optimization and PCA with Spiking Neurons
2007,Predicting human gaze using low-level saliency combined with face detection
1990,Qualitative structure from motion
2007,Expectation Maximization and Posterior Constraints
2007,Mining Internet-Scale Software Repositories
2007,Continuous Time Particle Filtering for fMRI
2007,Feature Selection Methods for Improving Protein Structure Prediction with Rosetta
2007,An online Hebbian learning rule that performs Independent Component Analysis
2007,Non-parametric Modeling of Partially Ranked Data
2007,Discriminative K-means for Clustering
2007,Exponential Family Predictive Representations of State
2007,The Epoch-Greedy Algorithm for Multi-armed Bandits with Side Information
2007,Stable Dual Dynamic Programming
1990,Evaluation of Adaptive Mixtures of Competing Experts
2007,How SVMs can estimate quantiles and the median
2007,Convex Clustering with Exemplar-Based Models
2007,Random Features for Large-Scale Kernel Machines
2007,Efficient Inference for Distributions on Permutations
2007,Invariant Common Spatial Patterns: Alleviating Nonstationarities in Brain-Computer Interfacing
2007,Learning with Tree-Averaged Densities and Distributions
2007,Local Algorithms for Approximate Inference in Minor-Excluded Graphs
2007,A Spectral Regularization Framework for Multi-Task Structure Learning
2007,Catching Change-points with Lasso
2007,Multi-task Gaussian Process Prediction
1990,Dynamics of Learning in Recurrent Feature-Discovery Networks
2007,Evaluating Search Engines by Modeling the Relationship Between Relevance and Clicks
2007,Random Projections for Manifold Learning
2007,Anytime Induction of Cost-sensitive Trees
2007,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization
2007,SpAM: Sparse Additive Models
2007,Learning the structure of manifolds using random projections
2007,A Probabilistic Approach to Language Change
2007,Online Linear Regression and Its Application to Model-Based Reinforcement Learning
2007,Semi-Supervised Multitask Learning
2007,Scan Strategies for Meteorological Radars
1987,Synchronization in Neural Nets
1990,Exploratory Feature Extraction in Speech Signals
2007,Fixing Max-Product: Convergent Message Passing Algorithms for MAP LP-Relaxations
2007,A Kernel Statistical Test of Independence
2007,Parallelizing Support Vector Machines on Distributed Computers
2007,Predictive Matrix-Variate t Models
2007,Modelling motion primitives and their timing in biologically executed movements
